center,left,right,steering,throttle,brake,speed
IMG/center_2016_12_01_13_32_47_192.jpg, IMG/left_2016_12_01_13_32_47_192.jpg, IMG/right_2016_12_01_13_32_47_192.jpg,0.0904655,0.9855326,0,30.08726
IMG/center_2016_12_01_13_32_47_293.jpg, IMG/left_2016_12_01_13_32_47_293.jpg, IMG/right_2016_12_01_13_32_47_293.jpg,0.38709,0.9855326,0,30.18586
IMG/center_2016_12_01_13_32_47_394.jpg, IMG/left_2016_12_01_13_32_47_394.jpg, IMG/right_2016_12_01_13_32_47_394.jpg,0.3583844,0.9855326,0,30.0653
IMG/center_2016_12_01_13_32_47_495.jpg, IMG/left_2016_12_01_13_32_47_495.jpg, IMG/right_2016_12_01_13_32_47_495.jpg,0.05219137,0.9855326,0,30.20486
IMG/center_2016_12_01_13_32_47_595.jpg, IMG/left_2016_12_01_13_32_47_595.jpg, IMG/right_2016_12_01_13_32_47_595.jpg,0,0.9855326,0,30.18726
IMG/center_2016_12_01_13_32_47_695.jpg, IMG/left_2016_12_01_13_32_47_695.jpg, IMG/right_2016_12_01_13_32_47_695.jpg,0,0.9855326,0,30.18701
IMG/center_2016_12_01_13_32_47_797.jpg, IMG/left_2016_12_01_13_32_47_797.jpg, IMG/right_2016_12_01_13_32_47_797.jpg,0,0.9855326,0,30.18703
IMG/center_2016_12_01_13_32_47_897.jpg, IMG/left_2016_12_01_13_32_47_897.jpg, IMG/right_2016_12_01_13_32_47_897.jpg,0,0.9855326,0,30.1871
IMG/center_2016_12_01_13_32_47_998.jpg, IMG/left_2016_12_01_13_32_47_998.jpg, IMG/right_2016_12_01_13_32_47_998.jpg,0,0.9855326,0,30.18711
IMG/center_2016_12_01_13_32_48_098.jpg, IMG/left_2016_12_01_13_32_48_098.jpg, IMG/right_2016_12_01_13_32_48_098.jpg,-0.03127411,0.9855326,0,30.1869
IMG/center_2016_12_01_13_32_48_200.jpg, IMG/left_2016_12_01_13_32_48_200.jpg, IMG/right_2016_12_01_13_32_48_200.jpg,-0.05975719,0.9855326,0,30.1865
IMG/center_2016_12_01_13_32_48_302.jpg, IMG/left_2016_12_01_13_32_48_302.jpg, IMG/right_2016_12_01_13_32_48_302.jpg,-0.05975719,0.9855326,0,30.18676
IMG/center_2016_12_01_13_32_48_402.jpg, IMG/left_2016_12_01_13_32_48_402.jpg, IMG/right_2016_12_01_13_32_48_402.jpg,-0.05975719,0.9855326,0,30.18687
IMG/center_2016_12_01_13_32_48_503.jpg, IMG/left_2016_12_01_13_32_48_503.jpg, IMG/right_2016_12_01_13_32_48_503.jpg,-0.05975719,0.9855326,0,30.18692
IMG/center_2016_12_01_13_32_48_604.jpg, IMG/left_2016_12_01_13_32_48_604.jpg, IMG/right_2016_12_01_13_32_48_604.jpg,-0.05975719,0.9855326,0,30.18694
IMG/center_2016_12_01_13_32_48_705.jpg, IMG/left_2016_12_01_13_32_48_705.jpg, IMG/right_2016_12_01_13_32_48_705.jpg,-0.05975719,0.9855326,0,30.18695
IMG/center_2016_12_01_13_32_48_805.jpg, IMG/left_2016_12_01_13_32_48_805.jpg, IMG/right_2016_12_01_13_32_48_805.jpg,-0.05975719,0.9855326,0,30.18692
IMG/center_2016_12_01_13_32_48_906.jpg, IMG/left_2016_12_01_13_32_48_906.jpg, IMG/right_2016_12_01_13_32_48_906.jpg,-0.05975719,0.9855326,0,30.18688
IMG/center_2016_12_01_13_32_49_008.jpg, IMG/left_2016_12_01_13_32_49_008.jpg, IMG/right_2016_12_01_13_32_49_008.jpg,-0.05975719,0.9855326,0,30.18689
IMG/center_2016_12_01_13_32_49_109.jpg, IMG/left_2016_12_01_13_32_49_109.jpg, IMG/right_2016_12_01_13_32_49_109.jpg,-0.05975719,0.9855326,0,30.18686
IMG/center_2016_12_01_13_32_49_210.jpg, IMG/left_2016_12_01_13_32_49_210.jpg, IMG/right_2016_12_01_13_32_49_210.jpg,-0.04076847,0.9855326,0,30.18702
IMG/center_2016_12_01_13_32_49_311.jpg, IMG/left_2016_12_01_13_32_49_311.jpg, IMG/right_2016_12_01_13_32_49_311.jpg,0,0.9855326,0,30.18685
IMG/center_2016_12_01_13_32_49_413.jpg, IMG/left_2016_12_01_13_32_49_413.jpg, IMG/right_2016_12_01_13_32_49_413.jpg,0,0.9855326,0,30.18692
IMG/center_2016_12_01_13_32_49_514.jpg, IMG/left_2016_12_01_13_32_49_514.jpg, IMG/right_2016_12_01_13_32_49_514.jpg,0.01391724,0.9855326,0,30.18683
IMG/center_2016_12_01_13_32_49_615.jpg, IMG/left_2016_12_01_13_32_49_615.jpg, IMG/right_2016_12_01_13_32_49_615.jpg,0.01391724,0.9855326,0,30.18687
IMG/center_2016_12_01_13_32_49_715.jpg, IMG/left_2016_12_01_13_32_49_715.jpg, IMG/right_2016_12_01_13_32_49_715.jpg,0.01391724,0.9855326,0,30.1869
IMG/center_2016_12_01_13_32_49_817.jpg, IMG/left_2016_12_01_13_32_49_817.jpg, IMG/right_2016_12_01_13_32_49_817.jpg,0,0.9855326,0,30.18689
IMG/center_2016_12_01_13_32_49_919.jpg, IMG/left_2016_12_01_13_32_49_919.jpg, IMG/right_2016_12_01_13_32_49_919.jpg,0,0.9855326,0,30.18693
IMG/center_2016_12_01_13_32_50_019.jpg, IMG/left_2016_12_01_13_32_50_019.jpg, IMG/right_2016_12_01_13_32_50_019.jpg,0,0.9855326,0,30.18692
IMG/center_2016_12_01_13_32_50_121.jpg, IMG/left_2016_12_01_13_32_50_121.jpg, IMG/right_2016_12_01_13_32_50_121.jpg,0,0.9855326,0,30.18692
IMG/center_2016_12_01_13_32_50_222.jpg, IMG/left_2016_12_01_13_32_50_222.jpg, IMG/right_2016_12_01_13_32_50_222.jpg,0,0.9855326,0,30.18693
IMG/center_2016_12_01_13_32_50_323.jpg, IMG/left_2016_12_01_13_32_50_323.jpg, IMG/right_2016_12_01_13_32_50_323.jpg,0,0.9855326,0,30.18691
IMG/center_2016_12_01_13_32_50_424.jpg, IMG/left_2016_12_01_13_32_50_424.jpg, IMG/right_2016_12_01_13_32_50_424.jpg,0,0.9855326,0,30.18691
IMG/center_2016_12_01_13_32_50_524.jpg, IMG/left_2016_12_01_13_32_50_524.jpg, IMG/right_2016_12_01_13_32_50_524.jpg,0,0.9855326,0,30.18689
IMG/center_2016_12_01_13_32_50_624.jpg, IMG/left_2016_12_01_13_32_50_624.jpg, IMG/right_2016_12_01_13_32_50_624.jpg,0,0.9855326,0,30.18691
IMG/center_2016_12_01_13_32_50_726.jpg, IMG/left_2016_12_01_13_32_50_726.jpg, IMG/right_2016_12_01_13_32_50_726.jpg,0,0.9855326,0,30.18692
IMG/center_2016_12_01_13_32_50_827.jpg, IMG/left_2016_12_01_13_32_50_827.jpg, IMG/right_2016_12_01_13_32_50_827.jpg,0,0.9855326,0,30.18692
IMG/center_2016_12_01_13_32_50_928.jpg, IMG/left_2016_12_01_13_32_50_928.jpg, IMG/right_2016_12_01_13_32_50_928.jpg,0,0.9855326,0,30.18692
IMG/center_2016_12_01_13_32_51_028.jpg, IMG/left_2016_12_01_13_32_51_028.jpg, IMG/right_2016_12_01_13_32_51_028.jpg,0,0.9855326,0,30.18693
IMG/center_2016_12_01_13_32_51_130.jpg, IMG/left_2016_12_01_13_32_51_130.jpg, IMG/right_2016_12_01_13_32_51_130.jpg,0,0.9855326,0,30.18692
IMG/center_2016_12_01_13_32_51_235.jpg, IMG/left_2016_12_01_13_32_51_235.jpg, IMG/right_2016_12_01_13_32_51_235.jpg,0,0.9855326,0,30.18692
IMG/center_2016_12_01_13_32_51_335.jpg, IMG/left_2016_12_01_13_32_51_335.jpg, IMG/right_2016_12_01_13_32_51_335.jpg,0,0.9855326,0,30.18689
IMG/center_2016_12_01_13_32_51_437.jpg, IMG/left_2016_12_01_13_32_51_437.jpg, IMG/right_2016_12_01_13_32_51_437.jpg,0.01391724,0.9855326,0,30.18687
IMG/center_2016_12_01_13_32_51_538.jpg, IMG/left_2016_12_01_13_32_51_538.jpg, IMG/right_2016_12_01_13_32_51_538.jpg,0.1287396,0.9855326,0,30.18258
IMG/center_2016_12_01_13_32_51_639.jpg, IMG/left_2016_12_01_13_32_51_639.jpg, IMG/right_2016_12_01_13_32_51_639.jpg,0.2148564,0.9855326,0,30.17934
IMG/center_2016_12_01_13_32_51_740.jpg, IMG/left_2016_12_01_13_32_51_740.jpg, IMG/right_2016_12_01_13_32_51_740.jpg,0.2148564,0.9855326,0,30.18322
IMG/center_2016_12_01_13_32_51_842.jpg, IMG/left_2016_12_01_13_32_51_842.jpg, IMG/right_2016_12_01_13_32_51_842.jpg,0,0.9855326,0,30.18424
IMG/center_2016_12_01_13_32_51_944.jpg, IMG/left_2016_12_01_13_32_51_944.jpg, IMG/right_2016_12_01_13_32_51_944.jpg,0,0.9855326,0,30.18683
IMG/center_2016_12_01_13_32_52_045.jpg, IMG/left_2016_12_01_13_32_52_045.jpg, IMG/right_2016_12_01_13_32_52_045.jpg,0,0.9855326,0,30.18708
IMG/center_2016_12_01_13_32_52_146.jpg, IMG/left_2016_12_01_13_32_52_146.jpg, IMG/right_2016_12_01_13_32_52_146.jpg,0,0.9855326,0,30.18709
IMG/center_2016_12_01_13_32_52_248.jpg, IMG/left_2016_12_01_13_32_52_248.jpg, IMG/right_2016_12_01_13_32_52_248.jpg,0,0.9855326,0,30.18709
IMG/center_2016_12_01_13_32_52_350.jpg, IMG/left_2016_12_01_13_32_52_350.jpg, IMG/right_2016_12_01_13_32_52_350.jpg,-0.08824026,0.9855326,0,30.18482
IMG/center_2016_12_01_13_32_52_450.jpg, IMG/left_2016_12_01_13_32_52_450.jpg, IMG/right_2016_12_01_13_32_52_450.jpg,-0.2306556,0.9855326,0,30.17673
IMG/center_2016_12_01_13_32_52_551.jpg, IMG/left_2016_12_01_13_32_52_551.jpg, IMG/right_2016_12_01_13_32_52_551.jpg,-0.2306556,0.9855326,0,30.18209
IMG/center_2016_12_01_13_32_52_652.jpg, IMG/left_2016_12_01_13_32_52_652.jpg, IMG/right_2016_12_01_13_32_52_652.jpg,-0.1547008,0.9855326,0,30.18752
IMG/center_2016_12_01_13_32_52_753.jpg, IMG/left_2016_12_01_13_32_52_753.jpg, IMG/right_2016_12_01_13_32_52_753.jpg,-0.0787459,0.9855326,0,30.18809
IMG/center_2016_12_01_13_32_52_855.jpg, IMG/left_2016_12_01_13_32_52_855.jpg, IMG/right_2016_12_01_13_32_52_855.jpg,0,0.9855326,0,30.18636
IMG/center_2016_12_01_13_32_52_955.jpg, IMG/left_2016_12_01_13_32_52_955.jpg, IMG/right_2016_12_01_13_32_52_955.jpg,0,0.9855326,0,30.18684
IMG/center_2016_12_01_13_32_53_055.jpg, IMG/left_2016_12_01_13_32_53_055.jpg, IMG/right_2016_12_01_13_32_53_055.jpg,0.04262284,0.9855326,0,30.18617
IMG/center_2016_12_01_13_32_53_156.jpg, IMG/left_2016_12_01_13_32_53_156.jpg, IMG/right_2016_12_01_13_32_53_156.jpg,0.1574452,0.9855326,0,30.18212
IMG/center_2016_12_01_13_32_53_257.jpg, IMG/left_2016_12_01_13_32_53_257.jpg, IMG/right_2016_12_01_13_32_53_257.jpg,0.1478767,0.9855326,0,30.18493
IMG/center_2016_12_01_13_32_53_357.jpg, IMG/left_2016_12_01_13_32_53_357.jpg, IMG/right_2016_12_01_13_32_53_357.jpg,0.1765823,0.9855326,0,30.1844
IMG/center_2016_12_01_13_32_53_459.jpg, IMG/left_2016_12_01_13_32_53_459.jpg, IMG/right_2016_12_01_13_32_53_459.jpg,0.2531306,0.9855326,0,30.18125
IMG/center_2016_12_01_13_32_53_561.jpg, IMG/left_2016_12_01_13_32_53_561.jpg, IMG/right_2016_12_01_13_32_53_561.jpg,0,0.9855326,0,30.18507
IMG/center_2016_12_01_13_32_53_662.jpg, IMG/left_2016_12_01_13_32_53_662.jpg, IMG/right_2016_12_01_13_32_53_662.jpg,0,0.9855326,0,30.18673
IMG/center_2016_12_01_13_32_53_764.jpg, IMG/left_2016_12_01_13_32_53_764.jpg, IMG/right_2016_12_01_13_32_53_764.jpg,-0.135712,0.9855326,0,30.18072
IMG/center_2016_12_01_13_32_53_865.jpg, IMG/left_2016_12_01_13_32_53_865.jpg, IMG/right_2016_12_01_13_32_53_865.jpg,-0.2781274,0.9855326,0,30.17109
IMG/center_2016_12_01_13_32_53_966.jpg, IMG/left_2016_12_01_13_32_53_966.jpg, IMG/right_2016_12_01_13_32_53_966.jpg,-0.3255992,0.9855326,0,30.17414
IMG/center_2016_12_01_13_32_54_067.jpg, IMG/left_2016_12_01_13_32_54_067.jpg, IMG/right_2016_12_01_13_32_54_067.jpg,-0.2591387,0.9855326,0,30.18523
